NUM     NOME      itp   DI HI M DF HF M      VAZAO
XXX XXXXXXXXXXXX   X    XXxXXxXxXXxXXxX     XXXXXXXXX
 90 CAMPOS NOVOS   1    02      F                  32
 97 CASTRO ALVES   1    27      F                  76
 97 CASTRO ALVES   1    28      F                  74
 97 CASTRO ALVES   1    29      F                  84
 97 CASTRO ALVES   1    30      F                  99
 97 CASTRO ALVES   1    31      F                  96
 97 CASTRO ALVES   1    01      F                  83
 97 CASTRO ALVES   1    02      F                  71
 98 MONTE CLARO    1    27      F                  78
 98 MONTE CLARO    1    28      F                  67
 98 MONTE CLARO    1    29      F                  62
 98 MONTE CLARO    1    30      F                  59
 98 MONTE CLARO    1    31      F                  55
 98 MONTE CLARO    1    01      F                  50
 98 MONTE CLARO    1    02      F                  45
 99 14 DE JULHO    1    27      F                  10
 99 14 DE JULHO    1    28      F                   9
 99 14 DE JULHO    1    29      F                   8
 99 14 DE JULHO    1    31      F                   7
 99 14 DE JULHO    1    01      F                   6
103 FOZ CHAPECO    1    27      F                 165
103 FOZ CHAPECO    1    28      F                 150
103 FOZ CHAPECO    1    29      F                 140
103 FOZ CHAPECO    1    30      F                 130
103 FOZ CHAPECO    1    31      F                 121
103 FOZ CHAPECO    1    01      F                 112
103 FOZ CHAPECO    1    02      F                 105
169 SOBRADINHO     3    27      F                2151
169 SOBRADINHO     3    28      F                2078
169 SOBRADINHO     3    29      F                1967
169 SOBRADINHO     3    30      F                1845
169 SOBRADINHO     3    31      F                1782
169 SOBRADINHO     3    01      F                1740
169 SOBRADINHO     3    02      F                1741
172 ITAPARICA      1    27      F                   0
173 MOXOTO         1    27      F                   0
174 P.AFONSO 123   1    27      F                   0
175 P.AFONSO 4     1    27      F                   0
178 XINGO          1    27      F                   0
190 B. ESPERANCA   1    27      F                 468
190 B. ESPERANCA   1    28      F                 578
190 B. ESPERANCA   1    29      F                 659
190 B. ESPERANCA   1    30      F                 658
190 B. ESPERANCA   1    31      F                 608
190 B. ESPERANCA   1    01      F                 547
190 B. ESPERANCA   1    02      F                 496
189 P. CAVALO      1    27      F                 173
189 P. CAVALO      1    28      F                 286
189 P. CAVALO      1    29      F                 411
189 P. CAVALO      1    30      F                 590
189 P. CAVALO      1    31      F                 720
189 P. CAVALO      1    01      F                 651
189 P. CAVALO      1    02      F                 578
275 TUCURUI        1    27      F                4593
275 TUCURUI        1    28      F                5713
275 TUCURUI        1    29      F                6705
275 TUCURUI        1    30      F                7279
275 TUCURUI        1    31      F                7886
275 TUCURUI        1    01      F                8597
275 TUCURUI        1    02      F                9157
272 CURUA-UNA      1    27      F                 194
272 CURUA-UNA      1    28      F                 212
272 CURUA-UNA      1    29      F                 224
272 CURUA-UNA      1    30      F                 233
272 CURUA-UNA      1    31      F                 239
272 CURUA-UNA      1    01      F                 248
272 CURUA-UNA      1    02      F                 253
279 SAMUEL         1    27      F                 833
279 SAMUEL         1    28      F                 900
279 SAMUEL         1    29      F                 913
279 SAMUEL         1    30      F                 927
279 SAMUEL         1    31      F                 972
279 SAMUEL         1    01      F                1053
279 SAMUEL         1    02      F                1129
280 COARACY NUNE   1    27      F                   2
280 COARACY NUNE   1    31      F                   3
204 CACH.CALDEIR   1    27      F                 723
204 CACH.CALDEIR   1    28      F                 718
204 CACH.CALDEIR   1    29      F                 732
204 CACH.CALDEIR   1    30      F                 805
204 CACH.CALDEIR   1    31      F                 870
204 CACH.CALDEIR   1    01      F                 907
204 CACH.CALDEIR   1    02      F                 954
127 SOBRAGI        1    27      F                  31
127 SOBRAGI        1    28      F                  30
127 SOBRAGI        1    29      F                  27
127 SOBRAGI        1    30      F                  25
127 SOBRAGI        1    31      F                  24
127 SOBRAGI        1    01      F                  25
127 SOBRAGI        1    02      F                  26
126 PICADA         1    27      F                  24
126 PICADA         1    30      F                  23
126 PICADA         1    31      F                  22
126 PICADA         1    02      F                  23
283 STA CLARA MG   1    27      F                 306
283 STA CLARA MG   1    28      F                 370
283 STA CLARA MG   1    29      F                 458
283 STA CLARA MG   1    30      F                 468
283 STA CLARA MG   1    31      F                 431
283 STA CLARA MG   1    01      F                 352
283 STA CLARA MG   1    02      F                 264
145 SUICA          1    27      F                  11
145 SUICA          1    28      F                  12
145 SUICA          1    29      F                  14
145 SUICA          1    30      F                  13
145 SUICA          1    31      F                  12
145 SUICA          1    01      F                  10
145 SUICA          1    02      F                   9
261 LAJEADO        1    27      F                1777
261 LAJEADO        1    28      F                2156
261 LAJEADO        1    29      F                2307
261 LAJEADO        1    30      F                2205
261 LAJEADO        1    31      F                2034
261 LAJEADO        1    01      F                1852
261 LAJEADO        1    02      F                1726
 48 PIRAJU         1    27      F                   3
 48 PIRAJU         1    30      F                   2
249 OURINHOS       1    27      F                   2
241 SLT VERDINHO   1    27      F                   8
241 SLT VERDINHO   1    31      F                   7
304 ITIQUIRA I     1    27      F                  47
304 ITIQUIRA I     1    28      F                  46
304 ITIQUIRA I     1    29      F                  45
304 ITIQUIRA I     1    31      F                  46
304 ITIQUIRA I     1    02      F                  48
305 ITIQUIRA II    1    27      F                   0
196 GUAPORE        1    27      F                  33
196 GUAPORE        1    29      F                  32
196 GUAPORE        1    02      F                  33
195 JAURU          1    27      F                  63
195 JAURU          1    29      F                  62
195 JAURU          1    01      F                  65
195 JAURU          1    02      F                  67
 95 QUEBRA QUEIX   1    27      F                  82
 95 QUEBRA QUEIX   1    28      F                  76
 95 QUEBRA QUEIX   1    29      F                  73
 95 QUEBRA QUEIX   1    30      F                  68
 95 QUEBRA QUEIX   1    31      F                  63
 95 QUEBRA QUEIX   1    01      F                  59
 95 QUEBRA QUEIX   1    02      F                  56
203 CORUMBA III    1    27      F                  31
203 CORUMBA III    1    30      F                  30
203 CORUMBA III    1    01      F                  31
203 CORUMBA III    1    02      F                  32
154 ITAPEBI        1    27      F                 682
154 ITAPEBI        1    28      F                 786
154 ITAPEBI        1    29      F                 915
154 ITAPEBI        1    30      F                1014
154 ITAPEBI        1    31      F                1029
154 ITAPEBI        1    01      F                 950
154 ITAPEBI        1    02      F                 803
310 DARDANELOS     1    27      F                 234
310 DARDANELOS     1    28      F                 295
310 DARDANELOS     1    29      F                 334
310 DARDANELOS     1    30      F                 370
310 DARDANELOS     1    31      F                 400
310 DARDANELOS     1    01      F                 424
310 DARDANELOS     1    02      F                 450
 29 CORUMBA IV     1    27      F                 159
 29 CORUMBA IV     1    28      F                 176
 29 CORUMBA IV     1    29      F                 195
 29 CORUMBA IV     1    30      F                 200
 29 CORUMBA IV     1    31      F                 197
 29 CORUMBA IV     1    02      F                 203
 94 MONJOLINHO     1    27      F                  29
 94 MONJOLINHO     1    28      F                  26
 94 MONJOLINHO     1    29      F                  25
 94 MONJOLINHO     1    30      F                  23
 94 MONJOLINHO     1    31      F                  20
 94 MONJOLINHO     1    01      F                  18
 94 MONJOLINHO     1    02      F                  17
215 SALTO PILAO    1    27      F                 190
215 SALTO PILAO    1    28      F                 185
215 SALTO PILAO    1    29      F                 184
215 SALTO PILAO    1    30      F                 165
215 SALTO PILAO    1    31      F                 143
215 SALTO PILAO    1    01      F                 126
215 SALTO PILAO    1    02      F                 112
155 RETIRO BAIXO   1    27      F                 127
155 RETIRO BAIXO   1    28      F                 148
155 RETIRO BAIXO   1    29      F                 141
155 RETIRO BAIXO   1    30      F                 133
155 RETIRO BAIXO   1    31      F                 128
155 RETIRO BAIXO   1    01      F                 126
155 RETIRO BAIXO   1    02      F                 115
311 CACU           1    27      F                 160
311 CACU           1    28      F                 145
311 CACU           1    29      F                 133
311 CACU           1    30      F                 123
311 CACU           1    31      F                 115
311 CACU           1    01      F                 116
311 CACU           1    02      F                 111
312 B. COQUEIROS   1    27      F                   7
312 B. COQUEIROS   1    28      F                   6
312 B. COQUEIROS   1    30      F                   5
315 FOZ R. CLARO   1    27      F                  12
315 FOZ R. CLARO   1    28      F                  11
315 FOZ R. CLARO   1    29      F                  10
315 FOZ R. CLARO   1    31      F                   9
 21 SERRA FACAO    1    27      F                  41
 21 SERRA FACAO    1    28      F                  44
 21 SERRA FACAO    1    01      F                  47
 21 SERRA FACAO    1    02      F                  49
290 ESPORA         1    27      F                  57
290 ESPORA         1    28      F                  54
290 ESPORA         1    29      F                  51
290 ESPORA         1    30      F                  49
290 ESPORA         1    31      F                  47
290 ESPORA         1    01      F                  45
290 ESPORA         1    02      F                  44
101 SAO JOSE       1    27      F                 441
101 SAO JOSE       1    28      F                 393
101 SAO JOSE       1    29      F                 355
101 SAO JOSE       1    30      F                 327
101 SAO JOSE       1    31      F                 307
101 SAO JOSE       1    01      F                 291
101 SAO JOSE       1    02      F                 277
276 RONDON II      1    27      F                  91
276 RONDON II      1    28      F                  85
276 RONDON II      1    29      F                  80
276 RONDON II      1    30      F                  79
276 RONDON II      1    31      F                  80
276 RONDON II      1    01      F                  82
276 RONDON II      1    02      F                  84
102 PASSO S JOAO   1    27      F                  17
102 PASSO S JOAO   1    28      F                  15
102 PASSO S JOAO   1    29      F                  14
102 PASSO S JOAO   1    30      F                  13
102 PASSO S JOAO   1    31      F                  12
102 PASSO S JOAO   1    01      F                  11
277 BALBINA        1    27      F                 250
277 BALBINA        1    28      F                 247
277 BALBINA        1    29      F                 251
277 BALBINA        1    30      F                 275
277 BALBINA        1    31      F                 317
277 BALBINA        1    01      F                 357
277 BALBINA        1    02      F                 379
285 JIRAU          1    27      F               19397
285 JIRAU          1    28      F               20653
285 JIRAU          1    29      F               21812
285 JIRAU          1    30      F               23132
285 JIRAU          1    31      F               24492
285 JIRAU          1    01      F               25660
285 JIRAU          1    02      F               26696
286 STO ANT JARI   1    27      F                 569
286 STO ANT JARI   1    28      F                 568
286 STO ANT JARI   1    29      F                 584
286 STO ANT JARI   1    30      F                 597
286 STO ANT JARI   1    31      F                 643
286 STO ANT JARI   1    01      F                 703
286 STO ANT JARI   1    02      F                 729
284 FERREIRA GOM   1    27      F                   6
284 FERREIRA GOM   1    30      F                   7
284 FERREIRA GOM   1    02      F                   8
227 SINOP          1    27      F                 816
227 SINOP          1    28      F                 904
227 SINOP          1    29      F                 963
227 SINOP          1    30      F                 999
227 SINOP          1    31      F                1024
227 SINOP          1    01      F                1048
227 SINOP          1    02      F                1092
228 COLIDER        1    27      F                  76
228 COLIDER        1    28      F                  84
228 COLIDER        1    29      F                  90
228 COLIDER        1    30      F                  93
228 COLIDER        1    31      F                  95
228 COLIDER        1    01      F                  97
228 COLIDER        1    02      F                 101
229 TELES PIRES    1    27      F                 850
229 TELES PIRES    1    28      F                1052
229 TELES PIRES    1    29      F                1303
229 TELES PIRES    1    30      F                1552
229 TELES PIRES    1    31      F                1757
229 TELES PIRES    1    01      F                1943
229 TELES PIRES    1    02      F                2137
192 GUILMAN-AMOR   1    27      F                 187
192 GUILMAN-AMOR   1    28      F                 186
192 GUILMAN-AMOR   1    29      F                 185
192 GUILMAN-AMOR   1    30      F                 161
192 GUILMAN-AMOR   1    31      F                 140
192 GUILMAN-AMOR   1    01      F                 126
192 GUILMAN-AMOR   1    02      F                 116
230 SAO MANOEL     1    27      F                   8
230 SAO MANOEL     1    28      F                  10
230 SAO MANOEL     1    29      F                  12
230 SAO MANOEL     1    30      F                  14
230 SAO MANOEL     1    31      F                  16
230 SAO MANOEL     1    01      F                  18
230 SAO MANOEL     1    02      F                  19
288 BELO MONTE     1    27      F                   0
314 PIMENTAL       1    27      F                5487
314 PIMENTAL       1    28      F                5890
314 PIMENTAL       1    29      F                6351
314 PIMENTAL       1    30      F                6858
314 PIMENTAL       1    31      F                7413
314 PIMENTAL       1    01      F                8010
314 PIMENTAL       1    02      F                8661
FIM
